,Name,price,ranking,rating,# of Images,# of videos,desc,desc words,keywords
23,"SABRE Pepper Spray Keychain with Quick Release for Easy Access – Max Police Strength OC Spray, Finger Grip for Accurate Aim, 10-Foot (3M) Range, 25 Bursts (5X Other Brands)",$14.70,n/a,4.7 out of 5,6.0,2.0,"Intuitive, Easy to Use Design for Maximum Protection. Stay safe with our SABRE RED Pepper Spray, the strongest available single ingredient pepper spray. Boasting the same police-strength protection as law enforcement, SABRE RED is the most popular formulation carried by police worldwide and contains UV Marking Dye to help police in suspect identification. The most popular SABRE style, this Pepper Spray Keychain with Quick Release, is a small, but powerful 0.54 oz container which deploys a ballistic stream to reduce wind blow back. The intuitive grip design allows for better aim and proper hand alignment with touch alone, allowing for faster deployment and helping you to keep your eyes on the threat. This police strength pepper spray provides maximum security in a powerful stream to reduce wind blowback and protect from a distance with a 10-foot (3m) range. Feel secure with 25 bursts (5x more than other brands) for protection against multiple threats. The Quick Release with detachable key chain allows immediate access to your pepper spray and easy attachment to keychain for maximum portability. Available in a selection of colors. Keep your daughter, wife, son and college students safe with SABRE - THE BRAND THOUSANDS OF POLICE DEPARTMENTS TRUST. Safety You Can Trust. SABRE is the #1 pepper spray chosen by thousands of police departments and a leader in personal safety and self-defense products. With over 45 years of experience manufacturing pepper spray, SABRE is trusted by consumers worldwide. Our Pepper sprays and gels are proudly manufactured in the U.S.A.",250.0,2.0
24,MAGCOMSEN Men's Polo Shirt Quick Dry Performance Long and Short Sleeve Tactical Shirts Pique Jersey Golf Shirt,$21.99,n/a,4.3 out of 5,1.0,0.0,no Description,0.0,0.0
25,MAGCOMSEN Men's Polo Shirt Quick Dry Performance Long and Short Sleeve Tactical Shirts Pique Jersey Golf Shirt,$21.99,n/a,4.3 out of 5,1.0,0.0,no Description,0.0,0.0
26,,,,,,,,,
27,MAGCOMSEN Men's Polo Shirt Quick Dry Performance Long and Short Sleeve Tactical Shirts Pique Jersey Golf Shirt,$21.99,n/a,4.3 out of 5,1.0,0.0,no Description,0.0,0.0
28,"Thermoflask Double Stainless Steel Insulated Water Bottle with Two Lids, 18 Ounce, Black",$17.34,n/a,4.8 out of 5,6.0,6.0,"Keep your beverages cold all day without a cooler (or hot without a microwave!) Our double-wall vacuum insulated stainless steel bottles prevent outside temperatures from affecting the inside beverage temperature so your drink stays just the way you like it – all day long. This convenient size fits perfectly in most cup holders and backpack pockets. Great for everyday adventures or outdoor activities like hiking, camping, biking, sports, picnics, and more. Drink the way you want with easy, controlled one-handed drinking. Chug or straw? Your choice. You get both! Note: For maximum flow, please ensure the straw lid is fully extended.",100.0,0.0
29,"Thermoflask Double Stainless Steel Insulated Water Bottle with Two Lids, 18 Ounce, Black",$17.34,n/a,4.8 out of 5,6.0,6.0,"Keep your beverages cold all day without a cooler (or hot without a microwave!) Our double-wall vacuum insulated stainless steel bottles prevent outside temperatures from affecting the inside beverage temperature so your drink stays just the way you like it – all day long. This convenient size fits perfectly in most cup holders and backpack pockets. Great for everyday adventures or outdoor activities like hiking, camping, biking, sports, picnics, and more. Drink the way you want with easy, controlled one-handed drinking. Chug or straw? Your choice. You get both! Note: For maximum flow, please ensure the straw lid is fully extended.",100.0,0.0
30,,,,,,,,,
31,"Thermoflask Double Stainless Steel Insulated Water Bottle with Two Lids, 18 Ounce, Black",$17.34,n/a,4.8 out of 5,6.0,6.0,"Keep your beverages cold all day without a cooler (or hot without a microwave!) Our double-wall vacuum insulated stainless steel bottles prevent outside temperatures from affecting the inside beverage temperature so your drink stays just the way you like it – all day long. This convenient size fits perfectly in most cup holders and backpack pockets. Great for everyday adventures or outdoor activities like hiking, camping, biking, sports, picnics, and more. Drink the way you want with easy, controlled one-handed drinking. Chug or straw? Your choice. You get both! Note: For maximum flow, please ensure the straw lid is fully extended.",100.0,0.0
32,"Gildan Adult Fleece Hooded Sweatshirt, Style G18500",$15.99,n/a,4.6 out of 5,3.0,0.0,"Equal parts durable, comfortable and stylish, the Gildan Adult Fleece Hooded Sweatshirt belongs in every collection. Whether you’re hanging out with friends or relaxing at home, this must-have delivers everything you want in a hoodie, including the perfect surface for making decorations pop.",42.0,0.0
